Fips,County name,2023 Typology,Total ,Biden ,Trump
29229,"Wright County, Missouri",Evangelical Hubs,8739,1168,7453
29510,"St. Louis city, Missouri",Big Cities,133867,110089,21474
30001,"Beaverhead County, Montana",Graying America,5661,1608,3923
30003,"Big Horn County, Montana",Native American Lands,4787,2491,2207
30005,"Blaine County, Montana",Native American Lands,3118,1589,1469
30007,"Broadwater County, Montana",Graying America,4097,835,3173
30009,"Carbon County, Montana",Graying America,7053,2421,4468
30011,"Carter County, Montana",Aging Farmlands,864,74,775
30013,"Cascade County, Montana",Military Posts,39885,15456,23315
30015,"Chouteau County, Montana",Native American Lands,2965,991,1891
30017,"Custer County, Montana",Graying America,5860,1514,4205
30019,"Daniels County, Montana",Aging Farmlands,1014,195,799
30021,"Dawson County, Montana",Aging Farmlands,4825,962,3758
30023,"Deer Lodge County, Montana",Graying America,4891,2562,2186
30025,"Fallon County, Montana",Aging Farmlands,1575,172,1375
30027,"Fergus County, Montana",Aging Farmlands,6507,1496,4869
30029,"Flathead County, Montana",Graying America,59938,20274,38321
30031,"Gallatin County, Montana",College Towns,70988,37044,31696
30033,"Garfield County, Montana",Aging Farmlands,813,41,764
30035,"Glacier County, Montana",Native American Lands,5617,3610,1884
30037,"Golden Valley County, Montana",Aging Farmlands,503,78,414
30039,"Granite County, Montana",Graying America,2102,638,1419
30041,"Hill County, Montana",Graying America,7182,2981,3957
30043,"Jefferson County, Montana",Exurbs,8151,2625,5345
30045,"Judith Basin County, Montana",Aging Farmlands,1344,275,1040
30047,"Lake County, Montana",Graying America,16626,6916,9322
30049,"Lewis and Clark County, Montana",Exurbs,42273,19743,21409
30051,"Liberty County, Montana",Aging Farmlands,1083,249,821
30053,"Lincoln County, Montana",Graying America,11749,2835,8672
30055,"McCone County, Montana",Aging Farmlands,1128,155,956
30057,"Madison County, Montana",Graying America,6087,1771,4191
30059,"Meagher County, Montana",Graying America,1110,258,833
30061,"Mineral County, Montana",Graying America,2563,686,1828
30063,"Missoula County, Montana",College Towns,71499,43357,26347
30065,"Musselshell County, Montana",Aging Farmlands,2881,413,2423
30067,"Park County, Montana",Graying America,11569,5280,6025
30069,"Petroleum County, Montana",Aging Farmlands,348,39,298
30071,"Phillips County, Montana",Aging Farmlands,2382,416,1936
30073,"Pondera County, Montana",Graying America,2995,903,2031
30075,"Powder River County, Montana",Aging Farmlands,1136,154,970
30077,"Powell County, Montana",Graying America,3179,752,2355
30079,"Prairie County, Montana",Aging Farmlands,744,126,603
30081,"Ravalli County, Montana",Graying America,28507,8763,19114
30083,"Richland County, Montana",Aging Farmlands,5798,875,4800
30085,"Roosevelt County, Montana",Native American Lands,4017,1910,1996
30087,"Rosebud County, Montana",Native American Lands,3773,1199,2486
30089,"Sanders County, Montana",Graying America,7623,1820,5660
30091,"Sheridan County, Montana",Aging Farmlands,2030,574,1403
30093,"Silver Bow County, Montana",Graying America,18658,10392,7745
30095,"Stillwater County, Montana",Aging Farmlands,5724,1156,4462
30097,"Sweet Grass County, Montana",Aging Farmlands,2446,549,1840
30099,"Teton County, Montana",Aging Farmlands,3679,1007,2608
30101,"Toole County, Montana",Graying America,2119,467,1596
30103,"Treasure County, Montana",Aging Farmlands,460,78,373
30105,"Valley County, Montana",Graying America,4261,1030,3135
30107,"Wheatland County, Montana",Aging Farmlands,1068,225,823
30109,"Wibaux County, Montana",Aging Farmlands,598,77,516
30111,"Yellowstone County, Montana",Exurbs,83821,30679,50772
31001,"Adams County, Nebraska",Rural Middle America,14653,4213,10085
31003,"Antelope County, Nebraska",Aging Farmlands,3587,452,3093
31005,"Arthur County, Nebraska",Aging Farmlands,285,21,260
31007,"Banner County, Nebraska",Aging Farmlands,411,43,362
31009,"Blaine County, Nebraska",Aging Farmlands,317,35,280
31011,"Boone County, Nebraska",Aging Farmlands,3226,499,2653
31013,"Box Butte County, Nebraska",Aging Farmlands,5200,1051,4002
31015,"Boyd County, Nebraska",Aging Farmlands,1155,135,1010
31017,"Brown County, Nebraska",Aging Farmlands,1684,191,1470
31019,"Buffalo County, Nebraska",College Towns,23711,6350,16640
31021,"Burt County, Nebraska",Rural Middle America,3739,1063,2580
31023,"Butler County, Nebraska",Rural Middle America,4518,873,3542
31025,"Cass County, Nebraska",Rural Middle America,15326,4737,10121
31027,"Cedar County, Nebraska",Aging Farmlands,5015,725,4174
31029,"Chase County, Nebraska",Aging Farmlands,2000,226,1740
31031,"Cherry County, Nebraska",Aging Farmlands,3269,373,2844
31033,"Cheyenne County, Nebraska",Rural Middle America,4776,855,3813
31035,"Clay County, Nebraska",Aging Farmlands,3570,632,2848
31037,"Colfax County, Nebraska",Hispanic Centers,3726,1025,2636
31039,"Cuming County, Nebraska",Rural Middle America,4459,870,3507
31041,"Custer County, Nebraska",Aging Farmlands,6010,786,5090
31043,"Dakota County, Nebraska",Hispanic Centers,6817,2744,3926
31045,"Dawes County, Nebraska",College Towns,4151,1082,2931
31047,"Dawson County, Nebraska",Hispanic Centers,9191,2497,6524
31049,"Deuel County, Nebraska",Aging Farmlands,1034,141,871
31051,"Dixon County, Nebraska",Rural Middle America,3094,651,2335
31053,"Dodge County, Nebraska",Rural Middle America,16938,5544,10984
31055,"Douglas County, Nebraska",Big Cities,276540,150350,119159
31057,"Dundy County, Nebraska",Aging Farmlands,1003,105,883
31059,"Fillmore County, Nebraska",Aging Farmlands,3148,693,2359
31061,"Franklin County, Nebraska",Aging Farmlands,1728,276,1437
31063,"Frontier County, Nebraska",Aging Farmlands,1446,189,1229
31065,"Furnas County, Nebraska",Aging Farmlands,2602,399,2163
31067,"Gage County, Nebraska",Rural Middle America,11119,3385,7445
31069,"Garden County, Nebraska",Aging Farmlands,1200,161,1016
31071,"Garfield County, Nebraska",Aging Farmlands,1076,133,933
31073,"Gosper County, Nebraska",Aging Farmlands,1121,215,893
31075,"Grant County, Nebraska",Aging Farmlands,402,20,375
31077,"Greeley County, Nebraska",Aging Farmlands,1259,229,1016
31079,"Hall County, Nebraska",Exurbs,24450,7681,16189
31081,"Hamilton County, Nebraska",Rural Middle America,5566,1118,4309
31083,"Harlan County, Nebraska",Aging Farmlands,1934,282,1615
31085,"Hayes County, Nebraska",Aging Farmlands,536,34,494
31087,"Hitchcock County, Nebraska",Aging Farmlands,1470,175,1264
31089,"Holt County, Nebraska",Aging Farmlands,5550,686,4769
31091,"Hooker County, Nebraska",Graying America,442,59,376
31093,"Howard County, Nebraska",Rural Middle America,3511,648,2786
31095,"Jefferson County, Nebraska",Aging Farmlands,3730,1016,2616
31097,"Johnson County, Nebraska",Rural Middle America,2233,647,1518
31099,"Kearney County, Nebraska",Aging Farmlands,3617,701,2822
31101,"Keith County, Nebraska",Graying America,4369,763,3544
31103,"Keya Paha County, Nebraska",Aging Farmlands,530,49,476
31105,"Kimball County, Nebraska",Working Class Country,1877,268,1563
31107,"Knox County, Nebraska",Aging Farmlands,4708,905,3721
31109,"Lancaster County, Nebraska",College Towns,157215,82293,70092
31111,"Lincoln County, Nebraska",Rural Middle America,17163,3692,13071
31113,"Logan County, Nebraska",Aging Farmlands,450,38,407
31115,"Loup County, Nebraska",Aging Farmlands,454,75,370
31117,"McPherson County, Nebraska",Aging Farmlands,302,17,275
31119,"Madison County, Nebraska",Rural Middle America,15819,3478,11940
31121,"Merrick County, Nebraska",Aging Farmlands,4282,743,3419
31123,"Morrill County, Nebraska",Aging Farmlands,2558,386,2113
31125,"Nance County, Nebraska",Aging Farmlands,1832,359,1437
31127,"Nemaha County, Nebraska",Rural Middle America,3432,921,2428
31129,"Nuckolls County, Nebraska",Aging Farmlands,2305,409,1857
31131,"Otoe County, Nebraska",Rural Middle America,8355,2490,5649
31133,"Pawnee County, Nebraska",Aging Farmlands,1429,322,1071
31135,"Perkins County, Nebraska",Aging Farmlands,1545,199,1321
31137,"Phelps County, Nebraska",Rural Middle America,5021,752,4157
31139,"Pierce County, Nebraska",Rural Middle America,4012,480,3462
31141,"Platte County, Nebraska",Rural Middle America,15721,3260,12186
31143,"Polk County, Nebraska",Aging Farmlands,2887,530,2291
31145,"Red Willow County, Nebraska",Rural Middle America,5470,811,4525
31147,"Richardson County, Nebraska",Aging Farmlands,4134,996,3073
31149,"Rock County, Nebraska",Aging Farmlands,842,84,744
31151,"Saline County, Nebraska",Rural Middle America,5780,1986,3631
31153,"Sarpy County, Nebraska",Military Posts,96193,41206,51979
31155,"Saunders County, Nebraska",Rural Middle America,12786,3331,9108
31157,"Scotts Bluff County, Nebraska",Rural Middle America,15524,4196,10952
31159,"Seward County, Nebraska",Rural Middle America,9199,2438,6490
31161,"Sheridan County, Nebraska",Aging Farmlands,2684,340,2292
31163,"Sherman County, Nebraska",Aging Farmlands,1700,343,1322
31165,"Sioux County, Nebraska",Aging Farmlands,731,72,642
31167,"Stanton County, Nebraska",Rural Middle America,3165,532,2561
31169,"Thayer County, Nebraska",Aging Farmlands,2989,624,2308
31171,"Thomas County, Nebraska",Aging Farmlands,427,45,377
31173,"Thurston County, Nebraska",Native American Lands,2379,1122,1180
31175,"Valley County, Nebraska",Aging Farmlands,2344,412,1901
31177,"Washington County, Nebraska",Rural Middle America,12467,3554,8583
31179,"Wayne County, Nebraska",College Towns,4218,1022,3055
31181,"Webster County, Nebraska",Aging Farmlands,1876,335,1511
31183,"Wheeler County, Nebraska",Aging Farmlands,503,59,438
31185,"York County, Nebraska",Rural Middle America,7161,1630,5337
32001,"Churchill County, Nevada",Graying America,12890,3051,9372
32003,"Clark County, Nevada",Big Cities,972510,521852,430930
32005,"Douglas County, Nevada",Graying America,34125,11571,21630
32007,"Elko County, Nevada",Exurbs,21967,4557,16741
32009,"Esmeralda County, Nevada",Graying America,487,74,400
32011,"Eureka County, Nevada",Aging Farmlands,1017,105,895
32013,"Humboldt County, Nevada",Graying America,7771,1689,5877
32015,"Lander County, Nevada",Graying America,2765,496,2198
32017,"Lincoln County, Nevada",Graying America,2446,330,2067
32019,"Lyon County, Nevada",Rural Middle America,30238,8473,20914
32021,"Mineral County, Nevada",Native American Lands,2335,829,1423
32023,"Nye County, Nevada",Graying America,25378,7288,17528
32027,"Pershing County, Nevada",Graying America,2320,547,1731
32029,"Storey County, Nevada",Graying America,2877,902,1908
32031,"Washoe County, Nevada",Exurbs,252142,128128,116760
32033,"White Pine County, Nevada",Graying America,4369,859,3403
32510,"Carson City, Nevada",Graying America,29739,12735,16113
33001,"Belknap County, New Hampshire",Graying America,38479,16894,20899
33003,"Carroll County, New Hampshire",Graying America,33297,16649,16150
33005,"Cheshire County, New Hampshire",College Towns,44347,25506,17892
33007,"Coos County, New Hampshire",Graying America,16544,7640,8617
33009,"Grafton County, New Hampshire",Graying America,54132,33180,19905
33011,"Hillsborough County, New Hampshire",Exurbs,231659,122344,104625
33013,"Merrimack County, New Hampshire",Exurbs,90133,48533,39711
33015,"Rockingham County, New Hampshire",Exurbs,199342,100064,95858
33017,"Strafford County, New Hampshire",College Towns,73805,41721,30489
33019,"Sullivan County, New Hampshire",Graying America,24444,12390,11508
34001,"Atlantic County, New Jersey",Middle Suburbs,140031,73808,64438
34003,"Bergen County, New Jersey",Urban Burbs,497838,285967,204417
34005,"Burlington County, New Jersey",Urban Burbs,262650,154595,103345
34007,"Camden County, New Jersey",Urban Burbs,265599,175065,86207
34009,"Cape May County, New Jersey",Graying America,57933,23941,33158
34011,"Cumberland County, New Jersey",Hispanic Centers,62575,32742,28952
34013,"Essex County, New Jersey",Urban Burbs,345311,266820,75475
34015,"Gloucester County, New Jersey",Exurbs,173453,86702,83340
34017,"Hudson County, New Jersey",Urban Burbs,250458,181452,65698
34019,"Hunterdon County, New Jersey",Exurbs,84673,39457,43153
34021,"Mercer County, New Jersey",Urban Burbs,177223,122532,51641
34023,"Middlesex County, New Jersey",Urban Burbs,375692,226250,143467
34025,"Monmouth County, New Jersey",Urban Burbs,378390,181291,191808
34027,"Morris County, New Jersey",Urban Burbs,300917,153881,141134
34029,"Ocean County, New Jersey",Exurbs,342746,119456,217740
34031,"Passaic County, New Jersey",Urban Burbs,224330,129097,92009
34033,"Salem County, New Jersey",Rural Middle America,34056,14479,18827
34035,"Somerset County, New Jersey",Urban Burbs,186891,111173,71996
34037,"Sussex County, New Jersey",Exurbs,88352,34481,51698
34039,"Union County, New Jersey",Urban Burbs,254041,170245,80002
34041,"Warren County, New Jersey",Exurbs,61057,24901,34769
35001,"Bernalillo County, New Mexico",Big Cities,317590,193757,116135
35003,"Catron County, New Mexico",Graying America,2326,595,1698
35005,"Chaves County, New Mexico",Hispanic Centers,22443,6381,15656
35006,"Cibola County, New Mexico",Hispanic Centers,8903,4745,3975
35007,"Colfax County, New Mexico",Hispanic Centers,6016,2611,3271
35009,"Curry County, New Mexico",Military Posts,15101,4307,10444
35011,"De Baca County, New Mexico",Hispanic Centers,901,231,656
35013,"Doña Ana County, New Mexico",Hispanic Centers,82641,47957,32802
35015,"Eddy County, New Mexico",Hispanic Centers,23222,5424,17454
35017,"Grant County, New Mexico",Hispanic Centers,14435,7590,6553
35019,"Guadalupe County, New Mexico",Hispanic Centers,2189,1234,917
35021,"Harding County, New Mexico",Hispanic Centers,505,179,319
35023,"Hidalgo County, New Mexico",Hispanic Centers,1974,823,1120
35025,"Lea County, New Mexico",Hispanic Centers,20918,4061,16531
35027,"Lincoln County, New Mexico",Graying America,10306,3194,6942
35028,"Los Alamos County, New Mexico",Exurbs,12293,7554,4278
35029,"Luna County, New Mexico",Hispanic Centers,8103,3563,4408
35031,"McKinley County, New Mexico",Native American Lands,26486,18029,7801
35033,"Mora County, New Mexico",Hispanic Centers,2686,1745,903
35035,"Otero County, New Mexico",Military Posts,23571,8485,14521
35037,"Quay County, New Mexico",Hispanic Centers,3873,1170,2634
35039,"Rio Arriba County, New Mexico",Hispanic Centers,16628,10990,5408
35041,"Roosevelt County, New Mexico",College Towns,6608,1802,4634
35043,"Sandoval County, New Mexico",Exurbs,76562,40588,34174
35045,"San Juan County, New Mexico",Native American Lands,52294,18083,32874
35047,"San Miguel County, New Mexico",Hispanic Centers,11531,7888,3421
35049,"Santa Fe County, New Mexico",Urban Burbs,82227,62530,18329
35051,"Sierra County, New Mexico",Graying America,5945,2265,3542
35053,"Socorro County, New Mexico",Hispanic Centers,7160,3722,3255
35055,"Taos County, New Mexico",Hispanic Centers,17181,13121,3715
35057,"Torrance County, New Mexico",Hispanic Centers,7281,2344,4772
35059,"Union County, New Mexico",Hispanic Centers,1789,383,1388
35061,"Valencia County, New Mexico",Hispanic Centers,32277,14263,17364
36001,"Albany County, New York",College Towns,154102,99474,51081
36003,"Allegany County, New York",Rural Middle America,20785,6051,14135
36005,"Bronx County, New York",Big Cities,426693,355374,67740
36007,"Broome County, New York",College Towns,93031,47010,43800
36009,"Cattaraugus County, New York",Rural Middle America,34822,11879,22155
36011,"Cayuga County, New York",Rural Middle America,36476,16149,19512
36013,"Chautauqua County, New York",Rural Middle America,59304,23087,34853
36015,"Chemung County, New York",Rural Middle America,39486,16636,21922
36017,"Chenango County, New York",Rural Middle America,22318,8290,13482
36019,"Clinton County, New York",College Towns,35498,18364,16514
36021,"Columbia County, New York",Graying America,35601,20386,14464
36023,"Cortland County, New York",Rural Middle America,21717,10369,10789
36025,"Delaware County, New York",Graying America,23022,9143,13387
36027,"Dutchess County, New York",College Towns,151122,81443,66872
36029,"Erie County, New York",Urban Burbs,474432,267174,197527
36031,"Essex County, New York",Graying America,19318,9947,8976
36033,"Franklin County, New York",Graying America,19269,9253,9668
36035,"Fulton County, New York",Rural Middle America,23745,7931,15378
36037,"Genesee County, New York",Rural Middle America,29219,9625,18876
36039,"Greene County, New York",Graying America,25194,10346,14271
36041,"Hamilton County, New York",Graying America,3461,1178,2225
36043,"Herkimer County, New York",Rural Middle America,29366,9937,18870
36045,"Jefferson County, New York",Military Posts,43926,17307,25629
36047,"Kings County, New York",Big Cities,916009,703310,202772
36049,"Lewis County, New York",Rural Middle America,12969,3824,8894
36051,"Livingston County, New York",Rural Middle America,31467,12477,18182
36053,"Madison County, New York",Rural Middle America,34125,14807,18408
36055,"Monroe County, New York",College Towns,379875,225746,145661
36057,"Montgomery County, New York",Graying America,21154,7977,12745
36059,"Nassau County, New York",Urban Burbs,732757,396504,326716
36061,"New York County, New York",Big Cities,697817,603040,85185
36063,"Niagara County, New York",Middle Suburbs,104123,46029,56068
36065,"Oneida County, New York",Rural Middle America,100920,41567,57180
36067,"Onondaga County, New York",College Towns,236912,138991,91715
36069,"Ontario County, New York",Rural Middle America,59846,29025,29039
36071,"Orange County, New York",Urban Burbs,172526,84684,84996
36073,"Orleans County, New York",Rural Middle America,18161,5587,12126
36075,"Oswego County, New York",Rural Middle America,54614,21143,32138
36077,"Otsego County, New York",Graying America,28080,12975,14382
36079,"Putnam County, New York",Urban Burbs,55111,24949,29277
36081,"Queens County, New York",Big Cities,789982,569038,212665
36083,"Rensselaer County, New York",College Towns,79409,40969,36500
36085,"Richmond County, New York",Big Cities,216767,90997,123320
36087,"Rockland County, New York",Urban Burbs,150702,75802,73186
36089,"St. Lawrence County, New York",College Towns,44907,19361,24608
36091,"Saratoga County, New York",Exurbs,132967,68471,61305
36093,"Schenectady County, New York",College Towns,75028,42465,30741
36095,"Schoharie County, New York",Graying America,15710,5345,9903
36097,"Schuyler County, New York",Graying America,9766,3903,5621
36099,"Seneca County, New York",Rural Middle America,15632,6914,8329
36101,"Steuben County, New York",Rural Middle America,46252,15790,29474
36103,"Suffolk County, New York",Urban Burbs,771751,381021,381253
36105,"Sullivan County, New York",Graying America,34697,15489,18665
36107,"Tioga County, New York",Rural Middle America,25042,9634,14791
36109,"Tompkins County, New York",College Towns,45852,33619,11096
36111,"Ulster County, New York",Graying America,97660,57970,37590
36113,"Warren County, New York",Graying America,36209,17642,17699
36115,"Washington County, New York",Rural Middle America,28138,11565,15941
36117,"Wayne County, New York",Rural Middle America,44792,17456,26204
36119,"Westchester County, New York",Urban Burbs,462265,312371,144713
36121,"Wyoming County, New York",Rural Middle America,19431,5073,13897
36123,"Yates County, New York",Graying America,10723,4219,6208
37001,"Alamance County, North Carolina",College Towns,86091,38825,46056
37003,"Alexander County, North Carolina",Evangelical Hubs,20236,4145,15888
37005,"Alleghany County, North Carolina",Graying America,6076,1486,4527
37007,"Anson County, North Carolina",African American South,11194,5789,5321
37009,"Ashe County, North Carolina",Graying America,15814,4164,11451
37011,"Avery County, North Carolina",Graying America,9458,2191,7172
37013,"Beaufort County, North Carolina",Working Class Country,26315,9633,16437
37015,"Bertie County, North Carolina",African American South,9815,5939,3817
37017,"Bladen County, North Carolina",African American South,17125,7326,9676
37019,"Brunswick County, North Carolina",Graying America,90175,33310,55850
37021,"Buncombe County, North Carolina",College Towns,161569,96515,62412
37023,"Burke County, North Carolina",Evangelical Hubs,44602,13118,31019
37025,"Cabarrus County, North Carolina",Urban Burbs,117227,52162,63237
37027,"Caldwell County, North Carolina",Evangelical Hubs,42829,10245,32119
37029,"Camden County, North Carolina",Rural Middle America,5953,1537,4312
37031,"Carteret County, North Carolina",Graying America,42695,12093,30028
37033,"Caswell County, North Carolina",Working Class Country,12051,4860,7089
37035,"Catawba County, North Carolina",Middle Suburbs,83425,25689,56588
37037,"Chatham County, North Carolina",Exurbs,48599,26787,21186
37039,"Cherokee County, North Carolina",Graying America,16423,3583,12628
37041,"Chowan County, North Carolina",African American South,7784,3247,4471
37043,"Clay County, North Carolina",Graying America,6893,1699,5112
37045,"Cleveland County, North Carolina",Working Class Country,51308,16955,33798
37047,"Columbus County, North Carolina",African American South,26446,9446,16832
37049,"Craven County, North Carolina",Military Posts,53065,21148,31032
37051,"Cumberland County, North Carolina",Military Posts,147150,84469,60032
37053,"Currituck County, North Carolina",Exurbs,16147,4195,11657
37055,"Dare County, North Carolina",Graying America,24232,9936,13938
37057,"Davidson County, North Carolina",Working Class Country,88514,22636,64658
37059,"Davie County, North Carolina",Rural Middle America,25311,6713,18228
37061,"Duplin County, North Carolina",Working Class Country,22715,8767,13793
37063,"Durham County, North Carolina",College Towns,179914,144688,32459
37065,"Edgecombe County, North Carolina",African American South,25477,16089,9206
37067,"Forsyth County, North Carolina",College Towns,201270,113033,85064
37069,"Franklin County, North Carolina",Working Class Country,37351,15879,20901
37071,"Gaston County, North Carolina",Working Class Country,115498,40959,73033
37073,"Gates County, North Carolina",Working Class Country,5971,2546,3367
37075,"Graham County, North Carolina",Graying America,4665,905,3710
37077,"Granville County, North Carolina",Working Class Country,31598,14565,16647
37079,"Greene County, North Carolina",African American South,8753,3832,4874
37081,"Guilford County, North Carolina",Urban Burbs,284486,173086,107294
37083,"Halifax County, North Carolina",African American South,25759,15545,10080
37085,"Harnett County, North Carolina",Exurbs,58293,22093,35177
37087,"Haywood County, North Carolina",Graying America,36542,13144,22834
37089,"Henderson County, North Carolina",Middle Suburbs,68371,27211,40032
37091,"Hertford County, North Carolina",African American South,10634,7097,3479
37093,"Hoke County, North Carolina",African American South,21639,11804,9453
37095,"Hyde County, North Carolina",African American South,2492,1046,1418
37097,"Iredell County, North Carolina",Urban Burbs,102371,33888,67010
37099,"Jackson County, North Carolina",College Towns,21428,9591,11356
37101,"Johnston County, North Carolina",Exurbs,111357,41257,68353
37103,"Jones County, North Carolina",Working Class Country,5525,2197,3280
37105,"Lee County, North Carolina",Working Class Country,29008,12143,16469
37107,"Lenoir County, North Carolina",African American South,28409,13605,14590
37109,"Lincoln County, North Carolina",Evangelical Hubs,50217,13274,36341
37111,"McDowell County, North Carolina",Evangelical Hubs,23003,5832,16883
37113,"Macon County, North Carolina",Graying America,20743,6230,14211
37115,"Madison County, North Carolina",Graying America,13076,4901,7979
37117,"Martin County, North Carolina",African American South,12540,5911,6532
37119,"Mecklenburg County, North Carolina",Big Cities,567053,378107,179211
37121,"Mitchell County, North Carolina",Graying America,9041,1867,7090
37123,"Montgomery County, North Carolina",Working Class Country,12849,4327,8411
37125,"Moore County, North Carolina",Rural Middle America,58339,20779,36764
37127,"Nash County, North Carolina",African American South,52271,25947,25827
37129,"New Hanover County, North Carolina",College Towns,131830,66138,63331
37131,"Northampton County, North Carolina",African American South,10110,6069,3989
37133,"Onslow County, North Carolina",Military Posts,72235,24266,46078
37135,"Orange County, North Carolina",College Towns,84997,63594,20176
37137,"Pamlico County, North Carolina",Graying America,7631,2713,4849
37139,"Pasquotank County, North Carolina",Military Posts,19897,9832,9770
37141,"Pender County, North Carolina",Working Class Country,34169,11723,21956
37143,"Perquimans County, North Carolina",Working Class Country,7484,2492,4903
37145,"Person County, North Carolina",Working Class Country,21894,8465,13184
37147,"Pitt County, North Carolina",College Towns,87573,47252,38982
37149,"Polk County, North Carolina",Graying America,12358,4518,7689
37151,"Randolph County, North Carolina",Rural Middle America,73316,15618,56894
37153,"Richmond County, North Carolina",African American South,20763,8754,11830
37155,"Robeson County, North Carolina",Native American Lands,47188,19020,27806
37157,"Rockingham County, North Carolina",Evangelical Hubs,47809,15992,31301
37159,"Rowan County, North Carolina",Working Class Country,73408,23114,49297
37161,"Rutherford County, North Carolina",Working Class Country,34429,9135,24891
37163,"Sampson County, North Carolina",Working Class Country,28618,10966,17411
37165,"Scotland County, North Carolina",African American South,14775,7186,7473
37167,"Stanly County, North Carolina",Evangelical Hubs,33939,8129,25458
37169,"Stokes County, North Carolina",Evangelical Hubs,25701,5286,20142
37171,"Surry County, North Carolina",Evangelical Hubs,36638,8721,27538
37173,"Swain County, North Carolina",Graying America,7068,2780,4161
37175,"Transylvania County, North Carolina",Graying America,20404,8444,11636
37177,"Tyrrell County, North Carolina",Graying America,1817,758,1044
37179,"Union County, North Carolina",Urban Burbs,131011,48725,80382
37181,"Vance County, North Carolina",African American South,20999,12431,8391
37183,"Wake County, North Carolina",Big Cities,631830,393336,226197
37185,"Warren County, North Carolina",African American South,10293,6400,3752
37187,"Washington County, North Carolina",African American South,6205,3396,2781
37189,"Watauga County, North Carolina",College Towns,32220,17122,14451
37191,"Wayne County, North Carolina",African American South,55537,24215,30709
37193,"Wilkes County, North Carolina",Evangelical Hubs,35466,7511,27592
37195,"Wilson County, North Carolina",African American South,40735,20754,19581
37197,"Yadkin County, North Carolina",Evangelical Hubs,19923,3763,15933
37199,"Yancey County, North Carolina",Evangelical Hubs,11352,3688,7516
38001,"Adams County, North Dakota",Aging Farmlands,1269,258,981
38003,"Barnes County, North Dakota",Aging Farmlands,5565,1820,3568
38005,"Benson County, North Dakota",Native American Lands,1961,822,1094
38007,"Billings County, North Dakota",Aging Farmlands,635,72,541
38009,"Bottineau County, North Dakota",Aging Farmlands,3471,821,2575
38011,"Bowman County, North Dakota",Aging Farmlands,1657,228,1395
38013,"Burke County, North Dakota",Aging Farmlands,1155,137,994
38015,"Burleigh County, North Dakota",Exurbs,50753,14348,34744
38017,"Cass County, North Dakota",College Towns,86053,40311,42619
38019,"Cavalier County, North Dakota",Aging Farmlands,2020,474,1499
38021,"Dickey County, North Dakota",Aging Farmlands,2424,608,1742
38023,"Divide County, North Dakota",Aging Farmlands,1202,265,904
38025,"Dunn County, North Dakota",Aging Farmlands,2338,342,1951
38027,"Eddy County, North Dakota",Aging Farmlands,1261,383,854
38029,"Emmons County, North Dakota",Aging Farmlands,2009,237,1738
38031,"Foster County, North Dakota",Aging Farmlands,1778,373,1362
38033,"Golden Valley County, North Dakota",Aging Farmlands,1026,137,871
38035,"Grand Forks County, North Dakota",College Towns,30970,12880,16987
38037,"Grant County, North Dakota",Aging Farmlands,1381,207,1145
38039,"Griggs County, North Dakota",Aging Farmlands,1250,308,907
38041,"Hettinger County, North Dakota",Aging Farmlands,1312,196,1091
38043,"Kidder County, North Dakota",Aging Farmlands,1460,221,1215
38045,"LaMoure County, North Dakota",Aging Farmlands,2219,527,1645
38047,"Logan County, North Dakota",Aging Farmlands,1076,128,930
38049,"McHenry County, North Dakota",Aging Farmlands,3003,564,2364
38051,"McIntosh County, North Dakota",Aging Farmlands,1455,261,1153
38053,"McKenzie County, North Dakota",Exurbs,5419,814,4482
38055,"McLean County, North Dakota",Aging Farmlands,5536,1230,4198
38057,"Mercer County, North Dakota",Aging Farmlands,4675,704,3856
38059,"Morton County, North Dakota",Exurbs,16619,3872,12243
38061,"Mountrail County, North Dakota",Graying America,4165,1256,2824
38063,"Nelson County, North Dakota",Aging Farmlands,1777,586,1141
38065,"Oliver County, North Dakota",Aging Farmlands,1066,129,918
38067,"Pembina County, North Dakota",Aging Farmlands,3331,786,2460
38069,"Pierce County, North Dakota",Aging Farmlands,2128,497,1585
38071,"Ramsey County, North Dakota",Graying America,5372,1639,3577
38073,"Ransom County, North Dakota",Rural Middle America,2454,945,1418
38075,"Renville County, North Dakota",Aging Farmlands,1319,220,1065
38077,"Richland County, North Dakota",Rural Middle America,7812,2510,5072
38079,"Rolette County, North Dakota",Native American Lands,3804,2482,1257
38081,"Sargent County, North Dakota",Rural Middle America,2070,738,1266
38083,"Sheridan County, North Dakota",Aging Farmlands,812,104,688
38085,"Sioux County, North Dakota",Native American Lands,1186,804,258
38087,"Slope County, North Dakota",Aging Farmlands,427,44,380
38089,"Stark County, North Dakota",Exurbs,15050,2499,12110
38091,"Steele County, North Dakota",Aging Farmlands,1088,392,652
38093,"Stutsman County, North Dakota",Rural Middle America,9959,2676,6994
38095,"Towner County, North Dakota",Aging Farmlands,1174,317,830
38097,"Traill County, North Dakota",Rural Middle America,4136,1493,2522
38099,"Walsh County, North Dakota",Aging Farmlands,4783,1333,3324
38101,"Ward County, North Dakota",Military Posts,28246,7293,19974
38103,"Wells County, North Dakota",Aging Farmlands,2374,442,1893
38105,"Williams County, North Dakota",Exurbs,14334,2169,11739
39001,"Adams County, Ohio",Evangelical Hubs,12145,2156,9870
39003,"Allen County, Ohio",Rural Middle America,48099,14149,33116
